"package","version","hash","analysis"
device-mqtt,1.0.10,c2eca9ca22352a8fe668767ca2a87379,benign
device-mqtt,1.0.11,80058fbdcf2f67e452262c5f2a2c90aa,malicious
device-mqtt,1.0.9,316e0e04138407412e86763caa946c5e,benign
react-server-native,0.0.7,140ba3357abc9d5d64641054eebb53e9,malicious
react-server-native,0.0.1,c4a2a90e1f79d8635f3925ca1a1e3f08,benign
react-server-native,0.0.6,fe54d37fb10006e23072a2d1dbda565c,benign
react-server-native,0.0.3,f8590fe8733fd1696c34b4b308c5b143,benign
react-server-native,0.0.5,dd7f7c418626bb1055cd205ee4a37475,benign
react-server-native,0.0.2,418ffc25d1f7613a8e0631dd09647a72,benign
ngx-pica,1.0.10,9bad44a90ad52593b9a001963e0489f4,benign
ngx-pica,1.1.3,f1a172c2f4b989c33ef248d6e1c12249,benign
ngx-pica,1.1.4,7308be6b4ad0e0d1fd4be82675150528,benign
ngx-pica,1.1.5,9bbe38019ad57cf7bc420cb859e89fd3,malicious
ngx-pica,1.1.2,1c2fff9edd5b282f6e005f110d623625,benign
ngx-pica,1.0.9,c90c85e4ed4780c4ecd69f586809033d,benign
ngx-pica,1.0.0,2de5f0161190603300377f7210afef62,benign
ngx-pica,1.0.7,1f0d665d55829c3fcd07c975b986cd7f,benign
ngx-pica,1.0.6,3c8176bd54a856f83b9dd2fd0ace999c,benign
ngx-pica,1.0.1,49948c181761fdf7f803b857d1f698f2,benign
ngx-pica,1.0.8,c6b1305f9c377982065cc5cea0a5462f,benign
ngx-pica,1.1.0,81de1005d5d23c1c64f73ae4d6bebde8,benign
ngx-pica,1.1.1,43f242da2e042f6e86b1f855afdc4704,benign
ngx-pica,1.0.4,85a66e82db2044a383dbd33b8f7a5152,benign
ngx-pica,1.0.3,1b552b030d6a8e3584b803b3d0611f9b,benign
ngx-pica,1.0.2,9440fe7b68e6c01ff12e5da8c1289c4e,benign
ngx-pica,1.0.5,05ea79041a3667f3030a5b1fbe45454b,benign
kraken-api,0.1.4,501ba1a4c9111852333cd4a8dc799515,benign
kraken-api,0.1.3,6c06282de798b635c0ba8a2dc673aa85,benign
kraken-api,0.1.2,6f6f46705d6463745071d77e0c56ed5f,benign
kraken-api,0.1.5,793c95b96d297647a988d4af0e42cdc7,benign
kraken-api,1.0.0,d13fc752e5c3d4ff0f63be5345d05eb0,benign
kraken-api,0.0.7,d2676039bbb114fd24f880dc03fcc1f3,benign
kraken-api,0.0.9,93cbacd25654d291525a0469bdab053d,benign
kraken-api,1.0.1,6b04e83b163bb97a57fcfd14be82d5bd,benign
kraken-api,0.0.8,09c1eec265fc27b2d2fa5cc1aa4f26c3,benign
kraken-api,0.0.1,7debdd60240f93cca6f2c149f565e5a3,benign
kraken-api,0.0.6,6d7e93283d85fc889a1abf266bd26d55,benign
kraken-api,0.1.0,a2427665b6b09e706d3c7f78915c0300,benign
kraken-api,0.1.7,8f7cd1a053d3e8ecea4a4de9171dae6b,benign
kraken-api,0.1.6,255335fe9662270b50665020e3b88fb6,benign
kraken-api,0.1.1,a2427665b6b09e706d3c7f78915c0300,benign
kraken-api,0.1.8,7ed3ddb457df4bf464790a78d16db0fb,malicious
kraken-api,0.0.3,07af64b8192b4ac39a3448bd2481bbaa,benign
kraken-api,0.0.4,df198a3f89178265e1a4d7e8a2eef3d0,benign
kraken-api,0.0.5,f38fcf215290e14718908005a22b9e3f,benign
kraken-api,0.0.2,cdc9fd5cd86b628a31f08f29c66bdaa6,benign
radic-util,1.0.0,2802ea7baaadbf2f3b6393df9fa19895,benign
radic-util,1.0.1,5f016a100653c8901e9b6c66776e2f0b,benign
radic-util,1.0.2,cd2889230ed09804dadb54a128003607,malicious
ngx-context-menu,0.0.16,9ffab23c2ce811f24e9dd222a9f84518,benign
ngx-context-menu,0.0.11,f6bd3272b95b2215adf53cec6d9aeb4a,benign
ngx-context-menu,0.0.18,12ec947d93fb20ee42b66ae0d79ca8fb,benign
